GEM unit/phase ID,GEM location ID,Country,Wiki URL,Plant name,Unit name,Plant name (local),Plant name (other),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Previous Region,Latitude,Longitude,Location accuracy,Permits (Detail),Permits (Main Date Only),Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Financier,Financier Public or Private,Financier Type,Domestic/International,Financier Country,Advisor,Type of Finance,Equity Partnership,Units Included,Financing Status,Repaid?,Close Date,Close Year,All Finance This Plant,This Financier's Total Share,This Financier's Unit Share,EPC Company,Insurance,Equipment (GENMFR),TurbMFR,BoilerMFR
G100000114999,L100000104809,Zimbabwe,https://www.gem.wiki/Beifa_power_station,Beifa power station,Unit 1,,Dinde power station,Beifa Investments [100%],Beifa Investments [100.0%],270,permitted,,,,Unknown,Unknown,,,Hwange,Donde,Hwange,Matabeleland North,Sub-Saharan Africa,Africa,Africa and Middle East,-18.410819,26.784252,approximate,,,,,,"10,326","96,100",53.00%,1.3,52.5,N/A,N/A,N/A,,N/A,,,,1,Unknown,,,,,,,,,,,
G100000113419,L100000102501,India,https://www.gem.wiki/Talabira_power_station,Talabira power station,Stage I Unit 2,,Neyveli Talabira Super Critical Thermal Power Project (NTTPP),NLC India [100%],NLC India [100.0%],800,permitted,2029,,,supercritical,Unknown,domestic,,Talabira,,Sambalpur,Odisha,Southern Asia,Asia,South Asia,21.778342,83.989506,exact,"February 2, 2021 – Environmental Clearance; Terms of Reference: 2017-12-27; Environmental Impact Assessment: 2020-06","Year: 2021, Month: 2, Day: 2",,,,"8,409","96,100",53.00%,3.2,126.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,"Bharat Heavy Electricals Limited
",,,,
G100000113420,L100000102501,India,https://www.gem.wiki/Talabira_power_station,Talabira power station,Stage I Unit 3,,Neyveli Talabira Super Critical Thermal Power Project (NTTPP),NLC India [100%],NLC India [100.0%],800,permitted,2029,,,supercritical,Unknown,domestic,,Talabira,,Sambalpur,Odisha,Southern Asia,Asia,South Asia,21.778342,83.989506,exact,"February 2, 2021 – Environmental Clearance; Terms of Reference: 2017-12-27; Environmental Impact Assessment: 2020-06","Year: 2021, Month: 2, Day: 2",,,,"8,409","96,100",53.00%,3.2,126.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,"Bharat Heavy Electricals Limited
",,,,
G100001000595,L100000104597,Australia,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,Collinsville (Shine Energy) power station,Unit 2,,,Shine Energy [100%],Shine Energy [100.0%],315,pre-permit,2031,,,Unknown,Unknown,,,Mannering Park,,,New South Wales,Australia and New Zealand,Oceania,Australia/NZ,-20.545051,147.804557,approximate,,,,,,"9,466","96,100",53.00%,1.4,56.1,TBD,N/A,Unknown,,N/A,,equity,,,Unknown,,,,,,,,,,,
G100001000596,L100000104597,Australia,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,Collinsville (Shine Energy) power station,Unit 3,,,Shine Energy [100%],Shine Energy [100.0%],315,pre-permit,2031,,,Unknown,Unknown,,,Mannering Park,,,New South Wales,Australia and New Zealand,Oceania,Australia/NZ,-20.545051,147.804557,approximate,,,,,,"9,466","96,100",53.00%,1.4,56.1,TBD,N/A,Unknown,,N/A,,equity,,,Unknown,,,,,,,,,,,
G100000110434,L100000100104,Bosnia and Herzegovina,https://www.gem.wiki/Ugljevik_power_station,Ugljevik power station,Expansion Unit 1,,"Ugljevik 3; previous expansion called Ugljevik 2 (Expansion Unit 1, Expansion Unit 2)",Elektroprivreda Republike Srpske [100%],Elektroprivreda Republike Srpske [100.0%],350,pre-permit,,,,Unknown,lignite,Ugljevik basin,,Ugljevik,,,Republika Srpska,Southern Europe,Europe,non-EU Europe,44.683446,18.968516,exact,,,,,,"9,466","101,000",53.00%,1.6,65.6,,,,,,,,,"1,2",Unknown,,,,,,,,,,,
G100000106783,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 4,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2017,,2067,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,139.4,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000106784,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 5,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2017,,2067,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,139.4,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000106785,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 6,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2015,,2065,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,133.2,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000100720,L100000102379,India,https://www.gem.wiki/Bela_power_station,Bela power station,Phase I,,,Tata Power [100%],Tata Power [100.0%],270,operating,2013,,,subcritical,Unknown,domestic and imported,,Bela,Umrur,Nagpur,Maharashtra,Southern Asia,Asia,South Asia,20.80915,79.054892,exact,,,,,,"11,313","96,100",53.00%,1.4,43.1,Union Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1,Closed,,2009,2009,"$405,800,000.00","$39,300,000.00","$39,300,000.00",,,,,
G100000100880,L100000102324,India,https://www.gem.wiki/Bina_Thermal_Power_Project,Bina Thermal Power Project,Unit 2,,,Jaiprakash Power Ventures [100%],Jaiprakash Power Ventures [100.0%],250,operating,2013,,,subcritical,Unknown,,,Jodh and Sirchopi,Bina,Sagar,Madhya Pradesh,Southern Asia,Asia,South Asia,24.317222,78.133564,exact,,,,,,"11,313","96,100",53.00%,1.3,39.9,Union Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,"1,2",Closed,,11/9/2009,2009,"$412,060,000.00","$34,200,000.00","$17,100,000.00",,,,,
G100000110183,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase I Unit 2,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"May 29, 2008 – Environmental Clearance","Year: 2008, Month: 5, Day: 29",,,,"9,250","94,600",53.00%,2.8,84.9,Union Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,"1,2",Closed,,1/30/2009,2009,"$2,066,000,000.00","$20,107,684.00","$10,053,842.00",,,,,
G100000105509,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 1,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"10,442","94,600",53.00%,1.7,50.8,United Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000105510,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 2,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"10,442","94,600",53.00%,1.7,50.8,United Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000108917,L100000104363,Zimbabwe,https://www.gem.wiki/Sengwa_power_station,Sengwa power station,Unit 1,,"Gokwe North power station, RioZim Project",RioZim [100%],RioZim [100.0%],350,permitted,,,,Unknown,lignite,Sengwa coalfield,,Gokwe North,,,Midlands,Sub-Saharan Africa,Africa,Africa and Middle East,-18.22,28.93,approximate,,,,,,"9,466","101,000",53.00%,1.6,65.6,TBD,N/A,Unknown,International,N/A,,loan,,"1,2",Unknown,,,,,,,PowerChina,China Export & Credit Insurance Corporation (Sinosure),,,
G100000114502,L100000104363,Zimbabwe,https://www.gem.wiki/Sengwa_power_station,Sengwa power station,Unit 2,,"Gokwe North power station, RioZim Project",RioZim [100%],RioZim [100.0%],350,permitted,,,,Unknown,lignite,Sengwa coalfield,,Gokwe North,,,Midlands,Sub-Saharan Africa,Africa,Africa and Middle East,-18.22,28.93,approximate,,,,,,"9,466","101,000",53.00%,1.6,65.6,TBD,N/A,Unknown,International,N/A,,loan,,"1,2",Unknown,,,,,,,PowerChina,China Export & Credit Insurance Corporation (Sinosure),,,
G100000114865,L100000104775,Zimbabwe,https://www.gem.wiki/Western_Coal_and_Energy_power_station,Western Coal and Energy power station,Unit 1,,,Western Coal and Energy [100%],Western Coal and Energy [100.0%],300,shelved,,,,Unknown,Unknown,,,Hwange,,,Matabeleland North,Sub-Saharan Africa,Africa,Africa and Middle East,-17.833333,31.05,approximate,,,,,,"9,466","96,100",53.00%,1.3,53.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105511,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 3,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2014,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"9,572","94,600",53.00%,1.6,48.1,United Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000105512,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase II Unit 4,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,pre-permit,,,,subcritical,Unknown,,,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"November 30, 2022 – Environmental Clearance Extension; Fresh Terms of Reference: 2024-01-06; Environmental Clearance Extension: 2019-04-11","Year: 2022, Month: 11, Day: 30",,,,"9,572","96,100",53.00%,1.6,63.1,United Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000108736,L100000102224,India,https://www.gem.wiki/Salaya_power_plant,Salaya power plant,Phase I Unit 2,,"Vadinar P2 (Phase II Unit 1, Phase II Unit 2)",Essar Power [100%],Essar Global Fund Ltd [100.0%],600,operating,2013,,,subcritical,Unknown,,,Vadinar,Khambalia,Jamnagar,Gujarat,Southern Asia,Asia,South Asia,22.3049,69.7101,exact,"July 17, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 17",oil & refining,power,power,"9,572","96,100",53.00%,2.7,81.1,United Bank of India,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,"1,2",Closed,,9/16/2009,2009,"$1,010,140,000.00","$97,820,000.00","$48,910,000.00",,,,,
G100000108831,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 1,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2013,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,Singrauli,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"9,250","96,100",53.00%,2.9,86.2,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000108832,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 2,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2014,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"8,409","96,100",53.00%,2.6,81,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000108833,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 3,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2014,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"8,409","96,100",53.00%,2.6,81,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000108834,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 4,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2014,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"8,409","96,100",53.00%,2.6,81,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000108835,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 5,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2014,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"8,409","96,100",53.00%,2.6,81,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000108836,L100000102360,India,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,Sasan Ultra Mega Power Project,Unit 6,,,Reliance Power [100%],Reliance Power [100.0%],660,operating,2015,,,supercritical,Unknown,"Moher coal mine, Moher-Amlori Extension coal mine",,Sasan,,Singrauli,Madhya Pradesh,Southern Asia,Asia,South Asia,23.9775233,82.6264733,exact,"July 21, 2009 – Environmental Clearance","Year: 2009, Month: 7, Day: 21",,,,"8,409","96,100",53.00%,2.6,83.6,United Bank of India,Private,Government-owned commercial institution,Domestic,India,SBI Capital Markets (sponsor); Power Finance Corporation (government),loan,,1-6,Closed,,4/20/2009,2009,"$5,898,020,000.00","$139,480,000.00","$23,246,666.67",,,,,
G100000110418,L100000102190,India,https://www.gem.wiki/Uchpinda_power_station,Uchpinda power station,Unit 1,,,RKM Powergen [100%],Mudajaya Group; R.K. Powergen Pvt Ltd,360,operating,2015,,,subcritical,bituminous,South Eastern Coalfields,,Uchpinda,,Janjgir-Champa,Chhattisgarh,Southern Asia,Asia,South Asia,21.8864,83.12081,exact,,,,,,"9,572","94,600",53.00%,1.6,51.1,Vijaya Bank,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1,Closed,,1/2/2009,2009,"$311,500,000.00","$10,000,000.00","$10,000,000.00",,,,,
G100000108415,L100000102681,India,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,Raghunathpur Thermal Power Station,Unit 1,,,Damodar Valley [100%],Damodar Valley [100.0%],600,operating,2014,,,supercritical,Unknown,,,Bhaldubi,Ragunathpur,Purulia,West Bengal,Southern Asia,Asia,South Asia,23.62191,86.660703,exact,"October 18, 2007 – Environmental Clearance","Year: 2007, Month: 10, Day: 18",,,,"8,409","96,100",53.00%,2.4,73.6,West Bengal Government,Public,Governmental policy institution,Domestic,India,State Bank of India (sponsor),equity,,"1,2",Closed,,3/27/2009,2009,"$1,103,980,000.00","$107,280,000.00","$53,640,000.00",,,,,
G100000108416,L100000102681,India,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,Raghunathpur Thermal Power Station,Unit 2,,,Damodar Valley [100%],Damodar Valley [100.0%],600,operating,2016,,,supercritical,Unknown,,,Bhaldubi,Ragunathpur,Purulia,West Bengal,Southern Asia,Asia,South Asia,23.62191,86.660703,exact,"October 18, 2007 – Environmental Clearance","Year: 2007, Month: 10, Day: 18",,,,"8,409","96,100",53.00%,2.4,78.4,West Bengal Government,Public,Governmental policy institution,Domestic,India,State Bank of India (sponsor),equity,,"1,2",Closed,,3/27/2009,2009,"$1,103,980,000.00","$107,280,000.00","$53,640,000.00",,,,,
G100000108415,L100000102681,India,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,Raghunathpur Thermal Power Station,Unit 1,,,Damodar Valley [100%],Damodar Valley [100.0%],600,operating,2014,,,supercritical,Unknown,,,Bhaldubi,Ragunathpur,Purulia,West Bengal,Southern Asia,Asia,South Asia,23.62191,86.660703,exact,"October 18, 2007 – Environmental Clearance","Year: 2007, Month: 10, Day: 18",,,,"8,409","96,100",53.00%,2.4,73.6,West Bengal Infrastructure Development Finance Corporation (WBIDFC),Private,Government-owned commercial institution,Domestic,India,State Bank of India (sponsor),loan,,"1,2",Closed,,3/27/2009,2009,"$1,103,980,000.00","$48,690,000.00","$24,345,000.00",,,,,
G100000108416,L100000102681,India,https://www.gem.wiki/Raghunathpur_Thermal_Power_Station,Raghunathpur Thermal Power Station,Unit 2,,,Damodar Valley [100%],Damodar Valley [100.0%],600,operating,2016,,,supercritical,Unknown,,,Bhaldubi,Ragunathpur,Purulia,West Bengal,Southern Asia,Asia,South Asia,23.62191,86.660703,exact,"October 18, 2007 – Environmental Clearance","Year: 2007, Month: 10, Day: 18",,,,"8,409","96,100",53.00%,2.4,78.4,West Bengal Infrastructure Development Finance Corporation (WBIDFC),Private,Government-owned commercial institution,Domestic,India,State Bank of India (sponsor),loan,,"1,2",Closed,,3/27/2009,2009,"$1,103,980,000.00","$48,690,000.00","$24,345,000.00",,,,,
G100000107025,L100000100114,Botswana,https://www.gem.wiki/Morupule_B_power_station,Morupule B power station,Unit 1,,Morupule C (Units 5-8),Botswana Power [100%],Botswana Power [100.0%],150,operating,2013,,,subcritical,bituminous,Morupule coalfield,,Palapye,,,Central,Sub-Saharan Africa,Africa,Africa and Middle East,-22.522329,27.048833,exact,,,,,,"11,313","94,600",53.00%,0.8,23.6,World Bank,Public,Governmental policy institution,International,International,N/A,loan,,1-4,Closed,,October 2009,2009,"$1,736,400,000.00","$136,400,000.00","$34,100,000.00",,,,,
G100000107026,L100000100114,Botswana,https://www.gem.wiki/Morupule_B_power_station,Morupule B power station,Unit 2,,Morupule C (Units 5-8),Botswana Power [100%],Botswana Power [100.0%],150,operating,2013,,,subcritical,bituminous,Morupule coalfield,,Palapye,,,Central,Sub-Saharan Africa,Africa,Africa and Middle East,-22.522329,27.048833,exact,,,,,,"11,313","94,600",53.00%,0.8,23.6,World Bank,Public,Governmental policy institution,International,International,N/A,loan,,1-4,Closed,,October 2009,2009,"$1,736,400,000.00","$136,400,000.00","$34,100,000.00",,,,,
